customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
UA84837,Arizona,M,College,863005.39%,24065.0,111.0,,Corporate Auto,Four-Door Car,532.8
DJ51510,Arizona,F,High School or Below,932208.51%,70435.0,116.0,,Personal Auto,Four-Door Car,67.881546
VM58985,Cali,M,College,1672756.06%,0.0,76.0,,Personal Auto,Two-Door Car,402.636829
OH60605,Oregon,F,High School or Below,365253.24%,39679.0,92.0,,Personal Auto,Two-Door Car,641.388616
UO98052,Nevada,M,College,615860.12%,0.0,89.0,,Personal Auto,Four-Door Car,342.481173
NC53424,Cali,M,Bachelor,437608.40%,0.0,69.0,,Personal Auto,Two-Door Car,331.2
LQ13873,Nevada,M,High School or Below,556945.62%,53565.0,71.0,,Personal Auto,Four-Door Car,340.8
LA97014,WA,M,Bachelor,257651.30%,37574.0,66.0,,Personal Auto,Two-Door Car,412.101933
NB79936,WA,M,Bachelor,834698.32%,48259.0,108.0,,Personal Auto,Two-Door Car,73.700573
NT89061,Arizona,F,High School or Below,632392.39%,78532.0,78.0,,Personal Auto,Four-Door Car,374.4
AF10970,Arizona,F,Bachelor,597314.34%,96163.0,73.0,,Corporate Auto,Four-Door Car,350.4
ZG48513,Cali,M,Bachelor,470667.70%,0.0,72.0,,Personal Auto,Four-Door Car,345.6
JQ59145,Cali,Male,High School or Below,809341.03%,0.0,114.0,,Personal Auto,Sports Car,722.024742
FE84989,WA,Male,College,503574.46%,72672.0,63.0,,Personal Auto,Four-Door Car,259.361117
JT52858,Oregon,F,Bachelor,902786.72%,99002.0,112.0,,Personal Auto,Four-Door Car,537.6
MC62068,California,Male,High School or Below,728888.48%,79494.0,91.0,,Personal Auto,Four-Door Car,396.295614
EU27538,Oregon,Male,Master,1804247.94%,35704.0,225.0,,Personal Auto,Luxury Car,358.281562
RH42306,Arizona,F,Bachelor,499206.30%,0.0,71.0,,Corporate Auto,Four-Door Car,653.388564
US23612,Oregon,F,High School or Below,910226.78%,26049.0,118.0,,Personal Auto,Two-Door Car,121.032372
WV76014,Arizona,Male,Doctor,254040.77%,70125.0,64.0,,Special Auto,Four-Door Car,92.813396
RK96223,California,Male,College,1294189.19%,52369.0,110.0,,Personal Auto,SUV,528.0
MF82000,WA,female,Bachelor,236534.86%,0.0,66.0,,Special Auto,Four-Door Car,159.636956
FM46980,Arizona,Male,College,572076.51%,41770.0,72.0,,Personal Auto,Four-Door Car,476.156957
SY56792,Oregon,Male,High School or Below,703553.41%,0.0,101.0,,Corporate Auto,Four-Door Car,727.2
RF61565,California,M,College,263697.77%,31911.0,67.0,,Personal Auto,Four-Door Car,321.6
IM94808,Nevada,M,Bachelor,539583.20%,70051.0,68.0,,Corporate Auto,Four-Door Car,42.078345
VI14730,Oregon,M,High School or Below,838263.01%,19683.0,117.0,,Personal Auto,Sports Car,561.6
YR34119,WA,F,College,3116174.52%,30916.0,112.0,,Personal Auto,SUV,200.11606
RR77985,Oregon,F,Bachelor,288774.23%,0.0,80.0,,Personal Auto,Four-Door Car,676.944023
QD28391,Washington,M,College,742584.53%,84302.0,62.0,,Personal Auto,Four-Door Car,76.609295
WV17090,California,M,Bachelor,2558572.78%,0.0,116.0,,Corporate Auto,SUV,830.623064
TM23514,Oregon,M,College,1027260.82%,60145.0,132.0,,Personal Auto,SUV,580.473259
MQ68407,Oregon,F,Bachelor,437636.36%,63774.0,111.0,,Personal Auto,Four-Door Car,60.036683
GJ59592,California,F,Bachelor,531889.66%,25134.0,67.0,,Corporate Auto,Four-Door Car,321.6
FY56083,Oregon,M,Bachelor,471976.22%,37057.0,61.0,,Personal Auto,Four-Door Car,47.53101
UA94723,Oregon,F,High School or Below,442803.16%,58577.0,110.0,,Personal Auto,SUV,303.872752
FW91032,California,M,High School or Below,587917.61%,85857.0,73.0,,Corporate Auto,Four-Door Car,100.620067
DE34457,Oregon,F,Doctor,941690.85%,70602.0,116.0,,Personal Auto,SUV,481.339891
HD32044,Oregon,F,Master,828815.56%,33816.0,106.0,,Corporate Auto,Four-Door Car,508.8
HH30454,Oregon,M,Bachelor,3265483.83%,0.0,153.0,,Personal Auto,SUV,1101.6
AH84063,Oregon,F,College,471945.01%,89642.0,121.0,,Corporate Auto,SUV,86.320022
QA17596,California,F,Bachelor,390347.48%,60068.0,98.0,,Personal Auto,Two-Door Car,470.4
XI41052,California,F,Bachelor,545725.97%,50044.0,139.0,,Personal Auto,SUV,667.2
DI30528,California,F,Master,272535.64%,36650.0,69.0,,Personal Auto,Four-Door Car,56.60333
SC66359,Arizona,F,College,443397.37%,50653.0,110.0,,Corporate Auto,SUV,262.865172
EN61670,Arizona,F,Doctor,533246.27%,68931.0,66.0,,Personal Auto,Four-Door Car,309.577946
DQ10761,Oregon,M,Bachelor,231509.50%,0.0,73.0,,Corporate Auto,Four-Door Car,350.4
BQ51587,California,F,College,541195.37%,0.0,73.0,,Personal Auto,Four-Door Car,365.364581
JE21522,California,M,Bachelor,958733.23%,39266.0,80.0,,Personal Auto,Four-Door Car,384.0
WS47147,California,M,College,2210350.72%,0.0,102.0,,Personal Auto,SUV,489.6
ZA64638,Nevada,F,High School or Below,976494.53%,0.0,98.0,,Personal Auto,Four-Door Car,705.6
EW38459,Nevada,F,Bachelor,256715.15%,40864.0,65.0,,Corporate Auto,Four-Door Car,9.51528
QW87316,Oregon,F,College,265062.28%,39035.0,68.0,,Personal Auto,Four-Door Car,244.564334
IC43478,California,M,Bachelor,1126436.33%,34923.0,98.0,,Personal Auto,Two-Door Car,639.105556
TE34064,California,M,High School or Below,216852.35%,0.0,63.0,,Personal Auto,Four-Door Car,453.6
WU60905,California,F,High School or Below,861066.75%,0.0,111.0,,Corporate Auto,SUV,532.8
YM18992,California,F,College,283464.62%,24506.0,71.0,,Personal Auto,Two-Door Car,511.2
PD55753,Oregon,M,High School or Below,893013.97%,0.0,82.0,,Personal Auto,Four-Door Car,554.522969
KU56006,Arizona,F,College,553638.70%,52220.0,70.0,,Personal Auto,Four-Door Car,336.0
MJ69973,Arizona,M,High School or Below,284085.43%,0.0,74.0,,Personal Auto,Two-Door Car,402.449823
TW43626,California,M,College,808288.10%,53554.0,67.0,,Personal Auto,Four-Door Car,327.020539
XX84133,California,M,Bachelor,525473.43%,34476.0,67.0,,Corporate Auto,Four-Door Car,5.3953
ZW84453,Arizona,F,Bachelor,511623.76%,0.0,70.0,,Personal Auto,Four-Door Car,131.401291
HO29524,California,M,College,303464.70%,68205.0,76.0,,Personal Auto,Two-Door Car,99.382943
VE89726,California,female,High School or Below,802489.99%,0.0,119.0,,Personal Auto,SUV,856.8
GE87503,California,M,High School or Below,1821114.32%,53690.0,154.0,,Personal Auto,SUV,739.2
PX90263,Oregon,M,High School or Below,512156.33%,0.0,72.0,,Personal Auto,Four-Door Car,518.4
NI17718,California,female,High School or Below,215017.86%,0.0,61.0,,Personal Auto,Four-Door Car,292.8
FY32213,California,female,High School or Below,559538.99%,74454.0,71.0,,Personal Auto,Four-Door Car,340.8
RZ13254,Nevada,female,Bachelor,756282.40%,0.0,73.0,,Personal Auto,Four-Door Car,350.4
GN45013,Oregon,M,High School or Below,538585.32%,29664.0,71.0,,Personal Auto,Four-Door Car,340.8
NM39588,Washington,F,Doctor,267805.83%,72450.0,66.0,,Corporate Auto,Four-Door Car,84.218363
KU84464,Nevada,female,Bachelor,942256.79%,47272.0,79.0,,Personal Auto,Four-Door Car,64.546877
YH43527,Oregon,female,College,360586.03%,21585.0,92.0,,Corporate Auto,Four-Door Car,441.6
RO30676,California,female,College,776259.06%,23827.0,106.0,,Personal Auto,Four-Door Car,37.910623
QL59704,Arizona,female,College,2344490.05%,69906.0,74.0,,Corporate Auto,Four-Door Car,202.860399
QH19450,California,female,High School or Below,255817.82%,0.0,72.0,,Corporate Auto,Four-Door Car,345.6
SA54664,Washington,M,Master,265438.10%,73196.0,66.0,,Personal Auto,Four-Door Car,85.809817
CI38330,Washington,M,Bachelor,254978.61%,72217.0,6464.0,,Personal Auto,Four-Door Car,91.146661
WB38524,California,M,High School or Below,296959.33%,46131.0,74.0,,Personal Auto,Two-Door Car,355.2
CE56187,Oregon,female,Master,436312.46%,54514.0,109.0,,Personal Auto,SUV,286.234931
JL19416,California,female,High School or Below,588430.86%,0.0,161.0,,Personal Auto,SUV,1159.2
JZ61422,Nevada,female,College,527219.16%,96668.0,66.0,,Personal Auto,Four-Door Car,316.8
LA13377,California,M,Doctor,550989.57%,78879.0,69.0,,Personal Auto,Four-Door Car,466.570791
NC99948,Nevada,M,College,1631368.35%,0.0,69.0,,Personal Auto,Four-Door Car,331.2
QD34785,Arizona,female,Bachelor,567805.02%,0.0,76.0,,Personal Auto,Four-Door Car,364.8
RO26085,California,female,Bachelor,1210120.88%,0.0,112.0,,Personal Auto,Sports Car,1252.406235
ES57969,Oregon,M,Bachelor,245357.08%,29735.0,69.0,,Personal Auto,Four-Door Car,331.2
JK55587,California,M,High School or Below,507566.27%,23082.0,65.0,,Special Auto,Four-Door Car,312.0
RN97635,Arizona,M,Bachelor,321497.94%,53984.0,80.0,,Corporate Auto,Four-Door Car,421.484456
BI76326,California,female,College,1227534.31%,52135.0,156.0,,Personal Auto,SUV,430.505942
JA34909,California,female,College,272221.07%,17576.0,71.0,,Corporate Auto,Four-Door Car,398.502948
OJ90342,Oregon,female,Bachelor,245744.09%,29486.0,62.0,,Personal Auto,Four-Door Car,7.646763
CM88932,Oregon,female,Master,355484.53%,58557.0,88.0,,Corporate Auto,Four-Door Car,55.510526
JJ97525,California,M,Bachelor,492954.97%,25632.0,63.0,,Personal Auto,Two-Door Car,351.270869
XV21647,California,female,High School or Below,803645.03%,0.0,112.0,,Personal Auto,Sports Car,806.4
MC83487,Arizona,M,Bachelor,427691.53%,18768.0,68.0,,Corporate Auto,Four-Door Car,647.454583
BL90769,California,female,Bachelor,3347334.95%,33190.0,106.0,,Personal Auto,SUV,508.8
CR57148,Oregon,female,Master,596058.14%,47945.0,74.0,,Personal Auto,Two-Door Car,128.43823
CP85232,Arizona,M,College,4479546.94%,58778.0,126.0,,Special Auto,SUV,302.033971
YL74732,California,female,High School or Below,383211.81%,15192.0,100.0,,Personal Auto,SUV,480.0
FG16766,California,female,Bachelor,683793.26%,51859.0,171.0,,Personal Auto,SUV,1003.160633
NV55438,Nevada,female,High School or Below,528526.82%,23422.0,72.0,,Personal Auto,Two-Door Car,518.4
RM10880,California,female,College,309651.12%,21604.0,79.0,,Corporate Auto,Four-Door Car,379.2
GL56175,Arizona,M,College,358971.07%,79298.0,90.0,,Personal Auto,Four-Door Car,244.362072
UK52289,Arizona,female,Bachelor,258240.85%,76731.0,64.0,,Special Auto,Four-Door Car,201.455005
OT85112,Washington,M,College,340391.94%,38460.0,88.0,,Personal Auto,Four-Door Car,91.55098
BC62782,Arizona,F,College,1357567.60%,48534.0,115.0,,Personal Auto,SUV,552.0
TI19722,Washington,M,Doctor,343613.43%,30817.0,88.0,,Corporate Auto,Four-Door Car,91.834668
JP30654,Oregon,F,College,2868582.79%,48412.0,104.0,,Personal Auto,SUV,707.430832
UM45563,Washington,M,Bachelor,450267.97%,68798.0,114.0,,Personal Auto,SUV,92.915251
EN60878,Oregon,M,Bachelor,618311.15%,23712.0,85.0,,Personal Auto,Four-Door Car,376.126419
JF36291,California,M,College,387364.70%,28142.0,105.0,,Personal Auto,Sports Car,701.708239
BK59444,California,F,Master,1892933.06%,72196.0,68.0,,Personal Auto,Four-Door Car,152.184244
MK70700,California,M,Master,555329.58%,68197.0,69.0,,Personal Auto,Four-Door Car,176.819414
IW71076,California,M,Bachelor,501125.92%,75248.0,63.0,,Corporate Auto,Four-Door Car,104.454624
AP98768,California,F,College,1044244.63%,0.0,98.0,,Personal Auto,Four-Door Car,941.718054
OM24164,Nevada,M,Bachelor,219961.78%,0.0,65.0,,Personal Auto,Two-Door Car,468.0
HR85211,Washington,female,Master,512317.09%,89879.0,63.0,,Personal Auto,Two-Door Car,94.030308
VC87846,Oregon,M,High School or Below,748431.05%,46998.0,96.0,,Corporate Auto,Four-Door Car,460.8
ZM92052,Oregon,M,Bachelor,261302.31%,57099.0,67.0,,Personal Auto,Two-Door Car,67.859881
ON73702,Arizona,F,Bachelor,908063.97%,33897.0,114.0,,Corporate Auto,SUV,539.843003
QQ90441,Nevada,F,High School or Below,1377097.62%,59207.0,116.0,,Personal Auto,Four-Door Car,556.8
HU35721,Oregon,M,High School or Below,287682.29%,40171.0,73.0,,Personal Auto,Four-Door Car,350.4
YP47665,Washington,M,Doctor,540891.15%,80192.0,67.0,,Personal Auto,Four-Door Car,95.193157
FU99476,Washington,M,High School or Below,677030.68%,74422.0,85.0,,Personal Auto,Four-Door Car,95.338505
AG85615,Oregon,M,College,2414387.56%,0.0,87.0,,Special Auto,Four-Door Car,626.4
OY74069,Arizona,F,College,353805.95%,0.0,67.0,,Personal Auto,Four-Door Car,321.6
DJ91267,Nevada,F,Bachelor,2909123.94%,34226.0,244.0,,Personal Auto,Luxury SUV,494.395024
KB72438,California,F,High School or Below,1983420.12%,65989.0,123.0,,Personal Auto,SUV,115.545086
TR67616,Oregon,M,High School or Below,473136.70%,30686.0,61.0,,Corporate Auto,Four-Door Car,19.938981
GF65731,California,F,Master,3553784.60%,0.0,113.0,,Personal Auto,Sports Car,799.926741
HB67642,Arizona,F,High School or Below,3461137.90%,20090.0,109.0,,Personal Auto,Sports Car,523.2
DP84567,California,M,High School or Below,2021630.88%,0.0,183.0,,Personal Auto,Luxury SUV,878.4
VV77534,Oregon,M,College,1397651.93%,77094.0,176.0,,Personal Auto,SUV,444.470676
GL67540,California,F,College,590408.82%,97413.0,73.0,,Personal Auto,Four-Door Car,268.819985
SV50502,Oregon,F,Master,559583.50%,79189.0,69.0,,Corporate Auto,Four-Door Car,331.2
UK59698,California,F,High School or Below,229430.36%,0.0,62.0,,Personal Auto,Two-Door Car,297.6
OA57352,Arizona,F,College,627391.19%,18577.0,86.0,,Personal Auto,Four-Door Car,412.8
ZF84449,Oregon,F,College,372672.80%,0.0,112.0,,Special Auto,Sports Car,806.4
AX86150,Washington,M,High School or Below,265671.31%,62777.0,67.0,,Personal Auto,Two-Door Car,101.288069
HG39060,Oregon,Male,Bachelor,511068.08%,0.0,74.0,,Corporate Auto,Four-Door Car,532.8
EM29359,Nevada,Male,College,712659.65%,17483.0,183.0,,Personal Auto,Luxury Car,1317.6
SF57173,Oregon,Male,Master,460163.41%,84394.0,114.0,,Personal Auto,SUV,691.412378
OT47603,Oregon,Male,College,915523.97%,0.0,127.0,,Personal Auto,Sports Car,804.811859
SW31412,Oregon,F,College,1480805.62%,41440.0,62.0,,Personal Auto,Four-Door Car,297.6
JS36322,Arizona,Male,High School or Below,890167.84%,0.0,136.0,,Personal Auto,Sports Car,1090.86434
RE81445,Oregon,F,College,573459.82%,98132.0,71.0,,Personal Auto,Two-Door Car,50.587035
RM24280,Oregon,F,High School or Below,417769.70%,0.0,112.0,,Personal Auto,Four-Door Car,537.6
LC25393,California,Male,Bachelor,2777628.91%,88220.0,230.0,,Personal Auto,Luxury Car,151.528482
UX38930,Arizona,F,Master,1036434.75%,58327.0,129.0,,Personal Auto,SUV,347.075948
HD95496,Oregon,Male,Master,785190.14%,25950.0,66.0,,Personal Auto,Two-Door Car,271.697529
RX24650,Oregon,Male,High School or Below,477294.38%,20993.0,133.0,,Corporate Auto,SUV,638.4
DW19309,Oregon,Male,High School or Below,1422650.49%,65726.0,177.0,,Corporate Auto,SUV,849.6
MT41386,Washington,M,Bachelors,287543.24%,84768.0,72.0,,Personal Auto,Two-Door Car,110.484661
WZ40465,Washington,F,Bachelor,504129.96%,36234.0,63.0,,Personal Auto,Four-Door Car,113.534474
DB42794,California,Male,College,436293.12%,58842.0,110.0,,Personal Auto,Four-Door Car,528.0
JB50798,Oregon,F,Master,962452.44%,25629.0,124.0,,Corporate Auto,Sports Car,595.2
IP69763,Washington,F,College,2191440.55%,77311.0,181.0,,Personal Auto,SUV,113.609508
TE35785,California,Male,Doctor,694842.22%,0.0,196.0,,Personal Auto,Luxury SUV,1337.063487
HX74855,Washington,M,High School or Below,247152.84%,95697.0,61.0,,Personal Auto,Two-Door Car,114.273025
QN65180,Oregon,F,Bachelor,2190391.36%,22254.0,79.0,,Personal Auto,Four-Door Car,125.194389
GE47180,Nevada,Male,High School or Below,902882.14%,65974.0,113.0,,Personal Auto,Sports Car,235.220971
VQ38776,Oregon,F,College,530375.95%,0.0,76.0,,Personal Auto,Four-Door Car,395.34111
BH86846,Washington,M,High School or Below,2070825.88%,92079.0,65.0,,Corporate Auto,Four-Door Car,114.798771
IN17648,Nevada,Male,High School or Below,512376.81%,0.0,74.0,,Personal Auto,Two-Door Car,772.798511
DF95759,Oregon,Male,College,949234.30%,0.0,132.0,,Personal Auto,SUV,633.6
QG45324,Oregon,F,High School or Below,820486.32%,0.0,73.0,,Personal Auto,Four-Door Car,350.4
MN61620,Arizona,F,College,987729.57%,67752.0,131.0,,Personal Auto,Sports Car,168.517149
YH86390,California,F,Bachelor,481500.97%,25398.0,64.0,,Corporate Auto,Four-Door Car,307.2
FY13480,California,Male,High School or Below,627701.17%,0.0,88.0,,Personal Auto,Four-Door Car,633.6
YH61661,California,M,High School or Below,826063.98%,33321.0,105.0,,Special Auto,SUV,504.0
NL93182,Nevada,M,Bachelor,254945.00%,0.0,78.0,,Corporate Auto,Four-Door Car,845.654042
LN31673,Washington,,College,1131808.98%,38923.0,99.0,,Personal Auto,Four-Door Car,115.728852
WE68644,Oregon,F,Bachelor,380392.18%,20325.0,100.0,,Personal Auto,Sports Car,668.29397
EZ30498,Oregon,M,Bachelor,863540.35%,13129.0,117.0,,Personal Auto,SUV,700.901632
QY74517,Oregon,F,High School or Below,551055.90%,0.0,73.0,,Personal Auto,Four-Door Car,525.6
NM88660,Nevada,M,Master,358588.41%,49080.0,91.0,,Corporate Auto,Four-Door Car,25.299
MZ82036,Nevada,M,College,488925.28%,42536.0,63.0,,Personal Auto,Four-Door Car,375.330097
ID20929,Oregon,M,Bachelor,275694.17%,29926.0,74.0,,Corporate Auto,Four-Door Car,418.233667
EY50028,Nevada,M,Doctor,328954.74%,0.0,86.0,,Corporate Auto,Two-Door Car,398.240791
TT82373,California,F,Bachelor,1093717.85%,21450.0,138.0,,Personal Auto,Sports Car,938.513425
OH64088,California,M,High School or Below,737556.79%,33345.0,65.0,,Corporate Auto,Four-Door Car,338.619869
SK97780,California,F,Bachelor,1011077.82%,15752.0,90.0,,Corporate Auto,Two-Door Car,339.344531
IO33050,Oregon,F,High School or Below,511941.43%,40169.0,65.0,,Personal Auto,Four-Door Car,302.818833
XA55917,California,F,College,853383.20%,26049.0,113.0,,Personal Auto,SUV,619.165344
JK32620,Nevada,M,College,222476.80%,0.0,68.0,,Personal Auto,Four-Door Car,326.4
RQ19236,Arizona,M,Doctor,804280.38%,55411.0,100.0,,Personal Auto,Sports Car,259.561195
QC47433,Oregon,M,College,255443.71%,12459.0,70.0,,Personal Auto,Four-Door Car,336.0
RA93608,Oregon,M,Bachelor,1807394.00%,64620.0,76.0,,Personal Auto,Two-Door Car,364.8
XH97711,California,M,Bachelor,243050.66%,83140.0,61.0,,Corporate Auto,Four-Door Car,179.161843
AU96286,Oregon,F,Bachelor,316765.84%,0.0,92.0,,Corporate Auto,Four-Door Car,662.4
KC17170,Arizona,F,Bachelor,546560.40%,54422.0,68.0,,Corporate Auto,Four-Door Car,75.501852
ZN47335,California,M,College,1035751.42%,68309.0,131.0,,Corporate Auto,SUV,306.983596
EI46264,California,M,High School or Below,253781.39%,56621.0,65.0,,Personal Auto,Four-Door Car,84.026848
EK87864,Arizona,F,College,282194.72%,38977.0,70.0,,Special Auto,Four-Door Car,139.489926
GV45403,AZ,M,Bachelor,775712.81%,0.0,111.0,,Corporate Auto,Two-Door Car,607.4459
QK31192,AZ,M,High School or Below,407913.27%,0.0,114.0,,Corporate Auto,Two-Door Car,631.124372
LU89008,AZ,F,College,595554.46%,0.0,83.0,,Personal Auto,Four-Door Car,628.023494
NS10490,Oregon,F,Bachelor,1415861.36%,83235.0,70.0,,Personal Auto,Two-Door Car,336.0
KL98495,Nevada,M,College,848723.80%,0.0,74.0,,Personal Auto,Two-Door Car,426.655599
IU96845,AZ,M,College,628547.69%,32390.0,80.0,,Personal Auto,Four-Door Car,91.417923
QL93655,Oregon,F,High School or Below,1147348.15%,66538.0,95.0,,Personal Auto,Two-Door Car,317.844812
PF40592,Washington,F,College,494263.06%,23285.0,65.0,,Personal Auto,Two-Door Car,118.446235
LZ34046,Oregon,M,Bachelor,2359468.02%,76358.0,66.0,,Personal Auto,Four-Door Car,86.461582
JC80093,Washington,M,Master,257250.66%,21104.0,66.0,,Personal Auto,Four-Door Car,118.454974
YE88490,AZ,F,College,538089.86%,55350.0,67.0,,Personal Auto,Four-Door Car,321.6
YC80498,California,F,College,477055.09%,12964.0,65.0,,Personal Auto,Two-Door Car,362.774545
AI85843,AZ,F,Master,675665.14%,33288.0,86.0,,Personal Auto,Four-Door Car,221.856184
XD66024,AZ,F,College,593601.18%,0.0,84.0,,Personal Auto,Four-Door Car,980.169081
FY51713,AZ,F,Bachelor,357076.05%,56168.0,88.0,,Personal Auto,Four-Door Car,614.675906
PH26378,California,M,College,601996.05%,0.0,92.0,,Personal Auto,Four-Door Car,662.4
WQ18638,Oregon,M,High School or Below,542686.40%,23105.0,69.0,,Personal Auto,Two-Door Car,331.2
KY14688,Oregon,F,Master,273031.38%,36218.0,68.0,,Personal Auto,Four-Door Car,145.252168
TC97762,California,F,High School or Below,498268.14%,52275.0,62.0,,Corporate Auto,Four-Door Car,374.240783
QC87108,Oregon,F,College,876926.68%,49665.0,74.0,,Personal Auto,Four-Door Car,355.2
CX12134,Nevada,M,High School or Below,422061.35%,32471.0,110.0,,Personal Auto,Two-Door Car,528.0
SM73248,AZ,M,High School or Below,1153750.51%,0.0,86.0,,Corporate Auto,Two-Door Car,619.2
CK19789,California,F,Master,588718.20%,62773.0,73.0,,Personal Auto,Four-Door Car,80.669257
UV12583,California,F,College,470058.38%,76694.0,117.0,,Personal Auto,SUV,561.6
JC11405,Oregon,M,High School or Below,1096395.72%,55687.0,276.0,,Personal Auto,Luxury SUV,1324.8
KA89683,AZ,F,High School or Below,252317.12%,0.0,70.0,,Personal Auto,Four-Door Car,504.0
BG85305,Nevada,M,Doctor,375780.47%,36633.0,96.0,,Personal Auto,Four-Door Car,460.8
UQ87917,Oregon,M,High School or Below,1294173.35%,77060.0,106.0,,Personal Auto,SUV,468.566133
XN11823,Nevada,F,Bachelor,376446.51%,92600.0,94.0,,Corporate Auto,Two-Door Car,842.43785
